0.006, 0.0000, 2.9963, 0.30
0.012, 0.0000, 2.9963, 0.60
0.018, 0.0000, 3.0085, 0.90
0.024, 0.0000, 2.9718, 1.20
0.030, 0.0000, 2.9963, 1.50
0.036, 0.0000, 2.9963, 1.80
0.043, 0.0000, 2.9474, 2.09
0.049, 0.0000, 2.9718, 2.39
0.055, 0.0000, 2.9718, 2.69
0.061, 0.0000, 2.9963, 2.99
0.067, 0.0000, 3.0207, 2.99
0.073, 0.0000, 2.9841, 2.99
0.079, 0.0000, 2.9841, 2.98
0.086, 0.0000, 2.9841, 2.99
0.092, 0.0000, 2.9718, 2.98
0.098, 0.0000, 2.9841, 2.98
0.104, 0.0000, 2.9841, 2.99
0.110, 0.0000, 3.0085, 2.99
0.116, 0.0000, 2.9963, 2.99
0.122, 0.0000, 3.0574, 3.00
0.128, 0.0000, 2.9596, 2.99
0.134, 0.0000, 2.9841, 2.99
0.140, 0.0000, 2.9963, 2.99
0.146, 0.0000, 2.9474, 2.99
0.152, 0.0000, 2.9841, 2.99
0.158, 0.0000, 2.9596, 2.99
0.164, 0.0000, 2.9718, 2.99
0.171, 0.0000, 3.0696, 2.99
0.177, 0.0000, 2.9718, 2.99
0.183, 0.0000, 2.9841, 2.98
0.189, 0.0000, 2.9718, 2.98
0.195, 0.0000, 2.9963, 2.99
0.201, 0.0000, 2.9963, 2.99
0.207, 0.0000, 2.9596, 2.99
0.214, 0.0000, 2.9841, 2.99
0.220, 0.0000, 2.9841, 2.99
0.226, 0.0000, 3.0085, 2.99
0.232, 0.0000, 2.9474, 2.98
0.238, 0.0000, 2.9718, 2.98
0.244, 0.0000, 3.0085, 2.98
0.250, 0.0000, 2.9474, 2.98
0.256, 0.0000, 2.9963, 2.98
0.262, 0.0000, 2.9718, 2.98
0.268, 0.0000, 2.9596, 2.98
0.274, 0.0000, 2.9596, 2.98
0.280, 0.0000, 2.9718, 2.97
0.286, 0.0000, 2.9841, 2.97
0.292, 0.0000, 2.9718, 2.97
0.299, 0.0000, 2.9963, 2.98
0.305, 0.0000, 2.9963, 2.98
0.311, 0.0000, 2.9718, 2.98
0.317, 0.0000, 2.9841, 2.98
0.323, 0.0000, 2.9474, 2.97
0.329, 0.0000, 2.9596, 2.97
0.335, 0.0000, 2.9841, 2.98
0.342, 0.0000, 2.9596, 2.98
0.348, 0.0000, 2.9718, 2.97
0.354, 0.0000, 2.9841, 2.98
0.360, 0.0000, 2.9841, 2.97
0.366, 0.0000, 2.9963, 2.97
0.372, 0.0000, 2.9596, 2.97
0.378, 0.0000, 2.9596, 2.97
0.384, 0.0000, 2.9352, 2.97
0.390, 0.0000, 2.9963, 2.97
0.396, 0.0000, 2.9718, 2.97
0.402, 0.0000, 2.9596, 2.97
0.408, 0.0000, 2.9718, 2.97
0.414, 0.0000, 2.9596, 2.97
0.420, 0.0000, 2.9718, 2.97
0.427, 0.0000, 2.9718, 2.97
0.433, 0.0000, 2.9596, 2.97
0.439, 0.0000, 2.9841, 2.97
0.445, 0.0000, 2.9596, 2.97
0.451, 0.0000, 2.9596, 2.97
0.457, 0.0000, 2.9718, 2.97
0.463, 0.0000, 3.0085, 2.97
0.470, 0.0000, 2.9596, 2.97
0.476, 0.0000, 2.9963, 2.97
0.482, 0.0000, 2.9718, 2.97
0.488, 0.0000, 2.9841, 2.98
0.494, 0.0000, 2.9718, 2.98
0.500, 0.0000, 2.9963, 2.98
0.506, 0.0000, 2.9841, 2.98
0.512, 0.0000, 2.9963, 2.98
0.518, 0.0000, 2.9841, 2.99
0.524, 0.0000, 2.9718, 2.98
0.530, 0.0000, 2.9841, 2.98
0.536, 0.0000, 2.9474, 2.98
0.542, 0.0000, 2.9596, 2.98
0.548, 0.0000, 2.9596, 2.98
0.555, 0.0000, 2.9841, 2.98
0.561, 0.0000, 2.9718, 2.97
0.567, 0.0000, 2.9596, 2.97
0.573, 0.0000, 3.0085, 2.97
0.579, 0.0000, 2.9474, 2.97
0.585, 0.0000, 2.9718, 2.97
0.591, 0.0000, 2.9718, 2.97
0.598, 0.0000, 2.9963, 2.97
0.604, 0.0000, 2.9718, 2.97
0.610, 0.0000, 2.9718, 2.98
0.616, 0.0000, 2.9596, 2.97
0.622, 0.0000, 2.9718, 2.97
0.628, 0.0000, 2.9596, 2.97
0.634, 0.0000, 2.9596, 2.97
0.640, 0.0000, 2.9352, 2.97
0.646, 0.0000, 2.9718, 2.97
0.652, 0.0000, 2.9474, 2.96
0.658, 0.0000, 2.9596, 2.96
0.664, 0.0000, 2.9474, 2.96
0.670, 0.0000, 2.9596, 2.96
0.676, 0.0000, 2.9718, 2.96
0.683, 0.0000, 2.9474, 2.96
0.689, 0.0000, 2.9474, 2.95
0.695, 0.0000, 2.9474, 2.95
0.701, 0.0000, 2.9963, 2.96
0.707, 0.0000, 2.9596, 2.96
0.713, 0.0000, 2.9841, 2.96
0.719, 0.0000, 2.9963, 2.97
0.726, 0.0000, 2.9474, 2.97
0.732, 0.0000, 2.9718, 2.97
0.738, 0.0000, 2.9718, 2.97
0.744, 0.0000, 2.9230, 2.96
0.750, 0.0000, 2.9474, 2.96
0.756, 0.0000, 2.9718, 2.97
0.762, 0.0000, 2.9718, 2.96
0.768, 0.0000, 2.9718, 2.97
0.774, 0.0000, 2.9596, 2.96
0.780, 0.0000, 2.9718, 2.96
0.786, 0.0000, 2.9474, 2.96
0.792, 0.0000, 2.9474, 2.96
0.798, 0.0000, 2.9596, 2.96
0.804, 0.0000, 2.9596, 2.96
0.811, 0.0000, 2.9352, 2.96
0.817, 0.0000, 2.9474, 2.96
0.823, 0.0000, 2.9718, 2.96
0.829, 0.0000, 2.9474, 2.95
0.835, 0.0000, 2.9841, 2.96
0.841, 0.0000, 2.9718, 2.96
0.847, 0.0000, 2.9718, 2.96
0.854, 0.0000, 2.9718, 2.96
0.860, 0.0000, 2.9474, 2.96
0.866, 0.0000, 2.9596, 2.96
0.872, 0.0000, 2.9718, 2.96
0.878, 0.0000, 2.9718, 2.97
0.884, 0.0000, 2.9474, 2.96
0.890, 0.0000, 2.9596, 2.97
0.896, 0.0000, 2.9596, 2.96
0.902, 0.0000, 2.9596, 2.96
0.908, 0.0000, 2.9596, 2.96
0.914, 0.0000, 2.9352, 2.96
0.920, 0.0000, 2.9474, 2.96
0.926, 0.0000, 2.9230, 2.95
0.932, 0.0000, 2.9596, 2.95
0.939, 0.0000, 2.9596, 2.95
0.945, 0.0000, 2.9474, 2.95
0.951, 0.0000, 2.9596, 2.95
0.957, 0.0000, 2.9474, 2.95
0.963, 0.0000, 2.9596, 2.95
0.969, 0.0000, 2.9596, 2.95
0.975, 0.0000, 2.9474, 2.95
0.982, 0.0000, 2.9596, 2.95
0.988, 0.0000, 2.9596, 2.96
0.994, 0.0000, 2.9352, 2.95
1.000, 0.0000, 2.9474, 2.95
1.006, 0.0000, 2.9596, 2.95
1.012, 0.0000, 2.9474, 2.95
1.018, 0.0000, 3.0085, 2.96
1.024, 0.0000, 2.9474, 2.96
1.030, 0.0000, 2.9596, 2.96
1.036, 0.0000, 2.9596, 2.96
1.042, 0.0000, 2.9474, 2.96
1.048, 0.0000, 2.9352, 2.95
1.054, 0.0000, 2.9474, 2.96
1.060, 0.0000, 2.9352, 2.95
1.067, 0.0000, 2.9474, 2.95
1.073, 0.0000, 2.9718, 2.96
1.079, 0.0000, 2.9352, 2.95
1.085, 0.0000, 2.9963, 2.95
1.091, 0.0000, 2.9474, 2.95
1.097, 0.0000, 2.9596, 2.95
1.103, 0.0000, 2.9474, 2.95
1.110, 0.0000, 2.9596, 2.95
1.116, 0.0000, 2.9474, 2.95
1.122, 0.0000, 2.9230, 2.95
1.128, 0.0000, 2.9841, 2.96
1.134, 0.0000, 2.9474, 2.95
1.140, 0.0000, 2.9474, 2.96
1.146, 0.0000, 2.9474, 2.95
1.152, 0.0000, 2.9718, 2.95
1.158, 0.0000, 2.9230, 2.95
1.164, 0.0000, 2.9718, 2.95
1.170, 0.0000, 2.9474, 2.95
1.176, 0.0000, 2.9596, 2.95
1.182, 0.0000, 2.9841, 2.96
1.188, 0.0000, 2.9474, 2.95
